image_path,plate_text
images/C (150)_crop.jpg,7VI6263
images/y (660)_crop.jpg,AP39CJ2612
images/y (697)_crop.jpg,AP07CA9067
images/WB8_crop.jpg,WB06J4432
images/AN10_crop.jpg,AN01K9412
images/TS12_crop.jpg,TS09UA7948
images/C (300)_crop.jpg,SDN7484U
images/PY16_crop.jpg,PY01BU2406
images/KA3_crop.jpg,KA06C9590
images/y (754)_crop.jpg,AP39FF3282
images/y (757)_crop.jpg,AP39FF3282
images/C (182)_crop.jpg,JH11HAD
images/ML37_crop.jpg,ML08E9223
images/HP10_crop.jpg,HP52B5958
images/y (751)_crop.jpg,AP27AK4167
images/y (801)_crop.jpg,AP27AK4167
images/y (43)_crop.jpg,AP27CH0426
images/y (520)_crop.jpg,AP27CH0426
images/y (456)_crop.jpg,AP27AN2389
images/y (5)_crop.jpg,AP39FU4134
images/AR7_crop.jpg,AR02A7116
images/y (427)_crop.jpg,AP07BP8315
images/C (84)_crop.jpg,AU001
images/C (187)_crop.jpg,26SPF4
images/y (400)_crop.jpg,AP39DG6738
images/CG16_crop.jpg,CG07R2654
images/y (135)_crop.jpg,AP16DA8035
images/y (516)_crop.jpg,AP16DA8035
images/y (222)_crop.jpg,AP39EX2535
images/DL11_crop.jpg,DL9CAP8884
images/KL10_crop.jpg,KL45C4411
images/C (393)_crop.jpg,DZVG49
images/BR11_crop.jpg,BR02AF7424
images/C (135)_crop.jpg,L19TLC
images/y (303)_crop.jpg,AP39KZ9628
images/y (713)_crop.jpg,AP39KZ9628
images/PB27_crop.jpg,PB65AN2583
images/y (25)_crop.jpg,AP07DS8572
images/OD3_crop.jpg,OD02V0007
images/y (507)_crop.jpg,AP39P0472
images/y (748)_crop.jpg,AP16BH7334
images/CH7_crop.jpg,CH01AL4920
images/y (171)_crop.jpg,PB08BN4655
images/y (642)_crop.jpg,PB08BN4655
images/y (740)_crop.jpg,AP07DP4409
images/y (775)_crop.jpg,AP07DP4409
images/y (779)_crop.jpg,AP07DP4409
images/WB25_crop.jpg,WB06H2237
images/C (405)_crop.jpg,BMW
images/CG10_crop.jpg,CG22H7740
images/AN1_crop.jpg,AN01P9687
images/ML8_crop.jpg,ML087084
images/HP1_crop.jpg,HP12H1324
images/CG7_crop.jpg,CG08K2057
images/ML30_crop.jpg,ML25C5388
images/y (838)_crop.jpg,AP07AU7932
images/y (209)_crop.jpg,AP39DE3165
images/y (244)_crop.jpg,AP39DE3165
images/HP16_crop.jpg,HP302165
images/y (264)_crop.jpg,AP27AF5298
images/TS10_crop.jpg,TS11EQ2914
images/WB17_crop.jpg,WB02AJ4534
images/C (424)_crop.jpg,P3RVP
images/y (407)_crop.jpg,AP39BV4740
images/y (415)_crop.jpg,AP39BV4740
images/y (730)_crop.jpg,AP27CE2143
images/HP4_crop.jpg,HP48B2252
images/CG15_crop.jpg,CG07BR3255
images/KA23_crop.jpg,KA51ML4025
images/y (693)_crop.jpg,TS08D6526
images/C (52)_crop.jpg,YESBOSS
images/PY1_crop.jpg,PY01Q7947
images/PB4_crop.jpg,PB07BL8058
images/y (646)_crop.jpg,AP16CU1601
images/RJ5_crop.jpg,RJ14CF5807
images/y (293)_crop.jpg,AP27AY8878
images/DN6_crop.jpg,DN09D1438
images/C (184)_crop.jpg,BRIT0001
images/MH21_crop.jpg,MH04DR8505
images/KL19_crop.jpg,KL43D4389
images/y (535)_crop.jpg,AP40AR0385
images/y (278)_crop.jpg,AP39FC7913
images/UP11_crop.jpg,UP53AK1161
images/C (323)_crop.jpg,700V
images/y (176)_crop.jpg,AP27AD4901
images/y (308)_crop.jpg,AP39TS5533
images/GJ8_crop.jpg,GJ16CH9827
images/PY12_crop.jpg,PY01AH9067
images/KL6_crop.jpg,KL46R3613
images/OD10_crop.jpg,OD05K6964
images/HR14_crop.jpg,HR51BU8218
images/y (672)_crop.jpg,AP40AL2005
images/y (683)_crop.jpg,AP40AL2005
images/DL22_crop.jpg,DL6CL0457
images/HR11_crop.jpg,HR01H4731
images/NL5_crop.jpg,NL07CA7631
images/y (266)_crop.jpg,AP39KQ9844
images/y (720)_crop.jpg,AP39KQ9844
images/y (633)_crop.jpg,KA13Z0474
images/y (638)_crop.jpg,KA13Z0474
images/y (21)_crop.jpg,AP39MC2122
images/y (32)_crop.jpg,AP39MC2122
images/MN4_crop.jpg,MN06LA0861
images/C (152)_crop.jpg,DL3C85092
images/y (712)_crop.jpg,AP07AU1487
images/y (432)_crop.jpg,AP39CR6683
images/AP26_crop.jpg,AP31BR9501
images/DL7_crop.jpg,DL12CK8643
images/y (261)_crop.jpg,AP39BC5530
images/GJ24_crop.jpg,GJ23CC8798
images/KL4_crop.jpg,KL27D9809
images/PB23_crop.jpg,PB02CC7299
images/DL28_crop.jpg,DL4GNA723
images/TS1_crop.jpg,TS08FQ1262
images/AS20_crop.jpg,AS01AT8119
images/y (253)_crop.jpg,AP03BQ2830
images/y (256)_crop.jpg,AP03BQ2830
images/DL4_crop.jpg,DL9CAV5573
images/y (438)_crop.jpg,AP31EK4521
images/C (179)_crop.jpg,52292Z
images/y (463)_crop.jpg,AP07CY9885
images/AP22_crop.jpg,AP16CH9545
images/y (630)_crop.jpg,AP39FK3169
images/C (255)_crop.jpg,GOT2POO
images/CG11_crop.jpg,CG04HA4555
images/DL27_crop.jpg,DL10CA0986
images/JK1_crop.jpg,JK02BF5058
images/C (192)_crop.jpg,KA03AB3380
images/C (242)_crop.jpg,3SAM123
images/JK11_crop.jpg,JK03D7750
images/y (514)_crop.jpg,AP16CS0533
images/GJ5_crop.jpg,GJ15CG7928
images/C (24)_crop.jpg,9214
images/y (749)_crop.jpg,AP27AF2883
images/C (357)_crop.jpg,BSMART2
images/y (265)_crop.jpg,AP7AB9257
images/y (829)_crop.jpg,AP7AB9257
images/y (268)_crop.jpg,AP07DL1976
images/y (832)_crop.jpg,AP07DL1976
images/HP7_crop.jpg,HP12C3766
images/DL8_crop.jpg,DL10CH1252
images/C (153)_crop.jpg,DL49AK49
images/AP23_crop.jpg,AP39DL3537
images/HP8_crop.jpg,HP7119898
images/C (151)_crop.jpg,DL8CX4850
images/C (117)_crop.jpg,MK3532
images/y (219)_crop.jpg,AP07BE4663
images/y (178)_crop.jpg,AP07AF1581
images/OD27_crop.jpg,OD25F7400
images/y (217)_crop.jpg,AP07CV2363
images/y (849)_crop.jpg,AP07CV2363
images/ML21_crop.jpg,ML05J3288
images/y (291)_crop.jpg,AP07CU8887
images/C (16)_crop.jpg,TN21BY0166
images/RJ6_crop.jpg,RJ23CB2272
images/y (248)_crop.jpg,AP40M3407
images/y (255)_crop.jpg,AP40M3407
images/y (800)_crop.jpg,AP40M3407
images/SK13_crop.jpg,SK05F0338
images/y (165)_crop.jpg,AP07CA2157
images/DL35_crop.jpg,DL3CBS5881
images/y (124)_crop.jpg,AP39FX4457
images/y (446)_crop.jpg,AP39FX4457
images/y (554)_crop.jpg,AP39FX4457
images/y (653)_crop.jpg,AP39FX4457
images/DN7_crop.jpg,DN09O9704
images/CG14_crop.jpg,CG09JA2359
images/AR1_crop.jpg,AR048395
images/y (652)_crop.jpg,AP27BY5377
images/y (789)_crop.jpg,AP39BS7080
images/y (806)_crop.jpg,AP39BS7080
images/C (86)_crop.jpg,VU63GTY
images/ML13_crop.jpg,ML05H1958
images/MN6_crop.jpg,MN01K5346
images/y (3)_crop.jpg,AP07CR7972
images/y (7)_crop.jpg,AP07CR7972
images/AP41_crop.jpg,AP5CG6320
images/ML2_crop.jpg,ML05Q8790
images/C (87)_crop.jpg,MH14DX9937
images/TN9_crop.jpg,TN19Q0835
images/y (317)_crop.jpg,AP39TS5511
images/y (721)_crop.jpg,AP39BC6530
images/y (37)_crop.jpg,AP39LE7473
images/ML22_crop.jpg,ML10B2811
images/HR4_crop.jpg,HR10AE9885
images/TS6_crop.jpg,TS18T3899
images/ML12_crop.jpg,ML05F9854
images/HR20_crop.jpg,HR26EJ7668
images/C (115)_crop.jpg,AP29BP585
images/C (346)_crop.jpg,OMGMOOV
images/PB19_crop.jpg,PB10CX0209
images/C (61)_crop.jpg,OS802HN
images/DL9_crop.jpg,DL2CH8634
images/AN5_crop.jpg,AN01L6155
images/AR4_crop.jpg,AR01C5723
images/y (667)_crop.jpg,AP39MY4610
images/y (695)_crop.jpg,AP39MY4610
images/y (193)_crop.jpg,AP7K2043
images/y (627)_crop.jpg,AP16BZ4978
images/C (2)_crop.jpg,PGMN112
images/AR12_crop.jpg,AR118724
images/C (317)_crop.jpg,MH02BB2
images/JK32_crop.jpg,JK13C4452
images/KA20_crop.jpg,KA19MF1763
images/WB11_crop.jpg,WB08A4101
images/PB15_crop.jpg,PB30L5010
images/TN5_crop.jpg,TN47T4464
images/C (196)_crop.jpg,CIAZ
images/DL20_crop.jpg,DL12CL2555
images/UK2_crop.jpg,UK06CB4595
images/C (212)_crop.jpg,F65022
images/OD9_crop.jpg,OD33L2616
images/C (388)_crop.jpg,HR26AZ5927
images/C (365)_crop.jpg,DL3C8D5092
images/C (101)_crop.jpg,WW95550
images/ML14_crop.jpg,ML10B9308
images/UP23_crop.jpg,UP78ED0449
images/C (23)_crop.jpg,HR26CM0821
images/y (501)_crop.jpg,AP39EG9096
images/C (351)_crop.jpg,B10612
images/C (65)_crop.jpg,TAXI
images/C (19)_crop.jpg,M666YOB
images/RJ2_crop.jpg,RJ14CM4115
images/CG4_crop.jpg,CG04HV7009
images/y (391)_crop.jpg,AP39BZ6906
images/RJ7_crop.jpg,RJ23CB4320
images/AP3_crop.jpg,AP2D4014
images/y (773)_crop.jpg,AP07DJ3608
images/y (279)_crop.jpg,AP07AY1487
images/OD16_crop.jpg,OR14U8730
images/CG8_crop.jpg,CG04H5060
images/TS4_crop.jpg,TS09EZ9296
images/MH26_crop.jpg,MH12HF5057
images/y (408)_crop.jpg,AP39LH6221
images/y (413)_crop.jpg,AP39LH6221
images/y (150)_crop.jpg,AP26AJ2198
images/C (397)_crop.jpg,REAP3R
images/GA4_crop.jpg,GA01C2098
images/C (303)_crop.jpg,KL01CC50
images/y (145)_crop.jpg,AP40BY5133
images/y (357)_crop.jpg,AP40BY5133
images/DL26_crop.jpg,DL11CA4900
images/y (319)_crop.jpg,AP39TN3351
images/y (321)_crop.jpg,AP39TN3351
images/y (322)_crop.jpg,AP39TN3351
images/y (97)_crop.jpg,AP40AR8817
images/KA21_crop.jpg,KA28M3589
images/y (213)_crop.jpg,AP39KG4744
images/y (216)_crop.jpg,AP39KG4744
images/MH20_crop.jpg,MH12KJ7659
images/AS24_crop.jpg,AS23G2612
images/C (13)_crop.jpg,MH12BG7237
images/ML24_crop.jpg,ML05G3550
images/PB1_crop.jpg,PB1BG7347
